"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
27860,"Delmetacin","Delmetacin|Demetacin|16401-80-2|Demethacin|UNII-I9Q51XHI1K|UR-2310|Delmetacin; Demetacin|2-(1-benzoyl-2-methylindol-3-yl)acetic acid|I9Q51XHI1K|Delmetacin [INN]|Delmetacina [Spanish]|Delmetacina|Delmetacine|Delmetacinum|Delmetacine [INN-French]|Delmetacinum [INN-Latin]|Delmetacina [INN-Spanish]|UR 2310|BRN 0488508|1-Benzoyl-2-methyl-3-indolylessigsaeure|1-Benzoyl-2-methylindole-3-acetic acid|1-benzoyl-2-methyl-1H-Indole-3-acetic acid|5-22-03-00124 (Beilstein Handbook Reference)|SCHEMBL286727|INDOLE-3-ACETIC ACID, 1-BENZOYL-2-METHYL-|ZINC1256|CHEMBL2104243|DTXSID90167696|D-Fructose-6-phosphatedisodiumsalt|1-benzoyl-2-methyl-3-indoleacetic acid|DA-29807|FT-0711351|2-[1-(Benzoyl)-2-methylindol-3-yl]acetic acid|2-(1-Benzoyl-2-methyl-1H-indol-3-yl)acetic acid|Q27280616|1H-Indole-3-acetic acid, 1-benzoyl-2-methyl- (9CI)",293.300,"C18H15NO3",59.300,430.000,3.700,22,1,3,3,"InChI=1S/C18H15NO3/c1-12-15(11-17(20)21)14-9-5-6-10-16(14)19(12)18(22)13-7-3-2-4-8-13/h2-10H,11H2,1H3,(H,20,21)","CC1=C(C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)CC(=O)O","AZCOEIZFVQEQCU-UHFFFAOYSA-N","2-(1-benzoyl-2-methylindol-3-yl)acetic acid","","Classification|Literature|Names and Identifiers|Patents|Toxicity|Use and Manufacturing",6,"",20050808,"001Chemical|3WAY PHARM INC|A&J Pharmtech CO., LTD.|ABI Chem|Alfa Chemistry|Ambinter|ChEMBL|Chemhere|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|Collaborative Drug Discovery, Inc.|Debye Scientific Co., Ltd|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|FDA/SPL Indexing Data|Finetech Industry Limited|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|LeadScope|MolCore BioPharmatech|MuseChem|NextBio|PATENTSCOPE (WIPO)|Prous Science Drugs of the Future|SCRIPDB|Smolecule|Springer Nature|SureChEMBL|THE BioTek|Thomson Pharma|ToxPlanet|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
97457,"Cyclohexylidenecyanoacetic acid","37107-50-9|2-cyano-2-cyclohexylideneacetic acid|Cyclohexylidenecyanoacetic acid|Cyanocyclohexylideneacetic acid|MFCD00013799|EINECS 253-351-9|ACMC-20alci|cyclohexylidene cyanoacetic acid|Cyclohexyliidenecyanoacetic acid|SCHEMBL4545218|DTXSID70190604|Acetic acid, cyanocyclohexylidene-|ZINC156454|Cyano(cyclohexylidene)acetic acid #|STR05034|NSC124616|SBB057946|FRUCTOSE-1-PHOSPHATEBARIUMSALT|AKOS005207222|MCULE-7680414780|NSC-124616|SY041127|DB-049070|FT-0624227|ST50410849|Propanedicarboxylic acid, mononitrile, 2-cyclohexylideno-",165.190,"C9H11NO2",61.100,262.000,1.700,12,1,3,1,"InChI=1S/C9H11NO2/c10-6-8(9(11)12)7-4-2-1-3-5-7/h1-5H2,(H,11,12)","C1CCC(=C(C#N)C(=O)O)CC1","KMAMEGWTNNOKOE-UHFFFAOYSA-N","2-cyano-2-cyclohexylideneacetic acid","","Classification|Literature|Names and Identifiers|Patents|Safety and Hazards",5,"",20050326,"3B Scientific (Wuhan) Corp|3WAY PHARM INC|A&J Pharmtech CO., LTD.|AAA Chemistry|Aaron Chemicals LLC|abcr GmbH|ABI Chem|Accela ChemBio Inc.|Achemica|Achemo Scientific Limited|Activate Scientific|AHH Chemical co.,ltd|AKos Consulting & Solutions|Alfa Chemistry|Alichem|BLD Pharm|BOC Sciences|Chem-Space.com Database|ChemDB|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|Combi-Blocks|Debye Scientific Co., Ltd|DiscoveryGate|DTP/NCI|eNovation Chemicals|EPA DSSTox|Finetech Industry Limited|Google Patents|Hairui Chemical|IBM|iChemical Technology USA Inc|Japan Chemical Substance Dictionary (Nikkaji)|Key Organics/BIONET|King Scientific|LabNetwork, a WuXi AppTec Company|Mcule|MolPort|NextBio|NextMove Software|NIST Mass Spectrometry Data Center|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|Sigma-Aldrich|SureChEMBL|THE BioTek|Thieme Chemistry|TimTec|ToxPlanet|Tractus|Wubei-Biochem|Yuhao Chemical|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
5459952,"Tagatose-6-phosphate","FRUCTOSE -6-PHOSPHATE|tagatose-6-phosphate|6-O-phosphono-D-tagatose|keto-D-tagatose 6-phosphate|keto-D-tagatose 6-(dihydrogen phosphate)|keto-D-lyxo-hex-2-ulose 6-(dihydrogen phosphate)|136377-13-4|TG6|73544-42-0|D-Tagatose 6-phosphoric acid|SCHEMBL645524|CHEBI:47947|D-lyxo-hex-2-ulose 6-phosphate|[(2R,3S,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate|D-tagatose 6-(dihydrogen phosphate)|ZINC85550138|DB04277|D-lyxo-hex-2-ulose 6-(dihydrogen phosphate)|Q27095095|(2R,3S,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl dihydrogen phosphate",260.140,"C6H13O9P",165.000,273.000,-4.300,16,6,9,7,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6+/m1/s1","C([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O","GSXOAOHZAIYLCY-PBXRRBTRSA-N","[(2R,3S,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate","","Biomolecular Interactions and Pathways|Classification|Literature|Names and Identifiers|Patents",5,"",20040916,"ABI Chem|BioCyc|BLD Pharm|ChEBI|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|DrugBank|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|MetabolomicsWorkbench|NCBI Structure|NextBio|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Smolecule|Springer Nature|SureChEMBL|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
6102820,"2,5-Dichloro-N-(5-chloro-1,3-benzoxazol-2-YL)benzenesulfonamide","FBPase-1 Inhibitor|2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE|883973-99-7|CHEMBL207095|Fructose 1,6-bisphosphatase-1 Inhibitor|F16BPase Inhibitor|2fhy|5-Chloro-2-(N-(2,5-dichlorobenzenesulfonamido))-benzoxazole|BDBM50181323|ZINC36241914|DB07312|Q27096539|2,5-dichloro-N-(5-chlorobenzo[d]oxazol-2-yl)benzenesulfonamide",377.600,"C13H7Cl3N2O3S",80.600,501.000,4.500,22,1,5,3,"InChI=1S/C13H7Cl3N2O3S/c14-7-2-4-11-10(5-7)17-13(21-11)18-22(19,20)12-6-8(15)1-3-9(12)16/h1-6H,(H,17,18)","C1=CC2=C(C=C1Cl)N=C(O2)NS(=O)(=O)C3=C(C=CC(=C3)Cl)Cl","JCXZHFCBNFFHRC-UHFFFAOYSA-N","2,5-dichloro-N-(5-chloro-1,3-benzoxazol-2-yl)benzenesulfonamide","","Biological Test Results|Biomolecular Interactions and Pathways|Classification|Literature|Names and Identifiers|Biological Test Results: Active",6,"263316,977610",20060314,"AA BLOCKS|ABI Chem|BindingDB|Biocore|BOC Sciences|Calbiochem|Chem-Space.com Database|Chembase.cn|ChEMBL|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|DrugBank|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EMD Millipore|MolPort|MuseChem|NCBI Structure|NextBio|NORMAN Suspect List Exchange|Protein Data Bank in Europe (PDBe)|Shanghai Institute of Organic Chemistry|SMID|Smolecule|THE BioTek|Thieme Chemistry|Thomson Pharma|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
159983,"(2S)-3-(1H-Indol-3-yl)-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]propanoic acid","(2S)-3-(1H-indol-3-yl)-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]propanoic acid|25020-15-9|D-Fructose, 1-((1-carboxy-2-(1H-indol-3-yl)ethyl)amino)-1-deoxy-, (S)-|ZINC6117669|N-(1-Deoxy-D-fructos-1-yl)-L-tryptophan",366.400,"C17H22N2O7",163.000,490.000,-3.600,26,7,8,10,"InChI=1S/C17H22N2O7/c20-8-14(22)16(24)15(23)13(21)7-19-12(17(25)26)5-9-6-18-11-4-2-1-3-10(9)11/h1-4,6,12,14-16,18-20,22-24H,5,7-8H2,(H,25,26)/t12-,14+,15+,16+/m0/s1","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","RZJHOCXJFBBOAY-LCGIIJARSA-N","(2S)-3-(1H-indol-3-yl)-2-[[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl]amino]propanoic acid","","Classification|Literature|Names and Identifiers|Patents",4,"",20050808,"AAA Chemistry|ABI Chem|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|Google Patents|Kingston Chemistry|NextBio|PATENTSCOPE (WIPO)|Smolecule|Springer Nature|THE BioTek|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
191689,"Desoxyfructose-5-methoxytryptamine","Desoxyfructose-5-methoxytryptamine|63553-87-7|Deoxyfructose-5-methoxytryptamine|D-Fructose, 1-deoxy-1-((2-(5-methoxy-1H-indol-3-yl)ethyl)amino)-|DTXSID00212949|(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-[2-(5-methoxy-1H-indol-3-yl)ethylamino]hexan-2-one",352.400,"C17H24N2O6",135.000,424.000,-0.900,25,6,7,10,"InChI=1S/C17H24N2O6/c1-25-11-2-3-13-12(6-11)10(7-19-13)4-5-18-8-14(21)16(23)17(24)15(22)9-20/h2-3,6-7,15-20,22-24H,4-5,8-9H2,1H3/t15-,16-,17-/m1/s1","COC1=CC2=C(C=C1)NC=C2CCNCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","XQXFGLJKUMUKNL-BRWVUGGUSA-N","(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-[2-(5-methoxy-1H-indol-3-yl)ethylamino]hexan-2-one","","Classification|Names and Identifiers",2,"",20050809,"AAA Chemistry|ABI Chem|ChemIDplus|ChemSpider|ChemTik|EPA DSSTox|NextBio|Smolecule|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
14078885,"Acarbose Tridecaacetate","Acarbose Tridecaacetate|117065-98-2|[4,5-diacetyloxy-3-[3,4-diacetyloxy-6-methyl-5-[[4,5,6-triacetyloxy-3-(acetyloxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-6-[4,5,6-triacetyloxy-2-(acetyloxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl acetate|Acarbose Impurity A|Acarbose D-Fructose Impurity|AKOS025294135|FT-0660951|alpha-D-Glucopyranose, O-2,3-di-O-acetyl-4,6-dideoxy-4-[[4,5,6-tris(acetyloxy)-3-[(acetyloxy)methyl]-2-cyclohexen-1-yl]amino]-alpha-D-glucopyranosyl-(1-->4)-O-2,3,6-tri-O-acetyl-alpha-D-glucopyranosyl-(1-->4)-, 1,2,3,6-tetraacetate, [1S-(1alpha,4alpha,5beta,6alpha)]- (9CI)",1192.100,"C51H69NO31",400.000,2460.000,-1.600,83,1,32,35,"InChI=1S/C51H69NO31/c1-19-37(52-34-15-33(16-66-20(2)53)38(70-23(5)56)43(73-26(8)59)39(34)71-24(6)57)42(72-25(7)58)46(76-29(11)62)49(69-19)82-40-36(18-68-22(4)55)81-51(48(78-31(13)64)45(40)75-28(10)61)83-41-35(17-67-21(3)54)80-50(79-32(14)65)47(77-30(12)63)44(41)74-27(9)60/h15,19,34-52H,16-18H2,1-14H3","CC1C(C(C(C(O1)OC2C(OC(C(C2OC(=O)C)OC(=O)C)OC3C(OC(C(C3OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)NC4C=C(C(C(C4OC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C","DEPYMLFJKYFQBH-UHFFFAOYSA-N","[4,5-diacetyloxy-3-[3,4-diacetyloxy-6-methyl-5-[[4,5,6-triacetyloxy-3-(acetyloxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-6-[4,5,6-triacetyloxy-2-(acetyloxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl acetate","","","","",20070209,"AA BLOCKS|AKos Consulting & Solutions|Ambinter|Biocore|BOC Sciences|Chemieliva Pharmaceutical Co., Ltd|ChemTik|Finetech Industry Limited|MolPort|MuseChem|Smolecule|THE BioTek|Tractus|Yuhao Chemical","Chemical Vendors|Legacy Depositors",""
14866064,"6-Azido-1,3,4,5-tetrahydroxyhexan-2-one","6-azido-1,3,4,5-tetrahydroxyhexan-2-one|115827-10-6|ACMC-20mljj|ACMC-20moz5|6-Azido-6-deoxyhex-2-ulose|L-Sorbose,6-azido-6-deoxy-|D-Fructose,6-azido-6-deoxy-|DTXSID10921818|120524-87-0",205.170,"C6H11N3O5",112.000,240.000,-1.700,14,4,7,6,"InChI=1S/C6H11N3O5/c7-9-8-1-3(11)5(13)6(14)4(12)2-10/h3,5-6,10-11,13-14H,1-2H2","C(C(C(C(C(=O)CO)O)O)O)N=[N+]=[N-]","DHCFCMVDOWDQHL-UHFFFAOYSA-N","6-azido-1,3,4,5-tetrahydroxyhexan-2-one","","","","",20070209,"Achemica|BOC Sciences|ChemTik|EPA DSSTox|Smolecule|THE BioTek|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
348012,"beta-D-Fructopyranose, 2,3:4,5-bis-O-(1-methylethylidene)-","Diacetone-beta-D-fructose|20880-92-6|Diacetonefructose|2,3:4,5-Di-O-isopropylidene-?-D-fructopyranose|MFCD00022183|NSC-407023|NSC407023|Di-O-isopropylidene-&Beta|beta-D-Fructopyranose, 2,3:4,5-bis-O-(1-methylethylidene)-|SCHEMBL14302975|STL452973|AS-13121|H381|SY074091|AB0013022|FT-0638057|M-1503|2,3:4,5-Di-O-isopropylidene-|A-D-fructopyranose|Fructopyranose,3:4,5-di-O-isopropylidene-, .beta.-D-|Fructopyranose, 2,3:4,5-di-O-isopropylidene-, .beta.-D-|.beta.-D-Fructopyranose,3:4,5-bis-O-(1-methylethylidene)-|.beta.-D-Fructopyranose, 2,3:4,5-bis-O-(1-methylethylidene)-|(4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl)methanol|(2,2,7,7-tetramethyl-5,5a,8a,8b-tetrahydrodi[1,3]dioxolo[4,5-a:5',3'-d]pyran-3a-yl)methanol|(2,2,7,7-tetramethyltetrahydro-3aH-bis[1,3]dioxolo[4,5-b:4',5'-d]pyran-3a-yl)methanol (non-preferred name)",260.279,"C12H20O6",66.400,355.000,-0.300,18,1,6,1,"InChI=1S/C12H20O6/c1-10(2)15-7-5-14-12(6-13)9(8(7)16-10)17-11(3,4)18-12/h7-9,13H,5-6H2,1-4H3","CC1(OC2COC3(C(C2O1)OC(O3)(C)C)CO)C","PSSHGMIAIUYOJF-UHFFFAOYSA-N","(4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-6-yl)methanol","","Biological Test Results|Classification|Names and Identifiers|Patents|Safety and Hazards",5,"155,157,161,165,167,175",20050326,"3WAY PHARM INC|ABI Chem|Accela ChemBio Inc.|AK Scientific, Inc. (AKSCI)|Assembly Blocks Pvt. Ltd.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BOC Sciences|Chem-Space.com Database|ChemDB|ChemSpider|Clearsynth|DiscoveryGate|DTP/NCI|Finetech Industry Limited|Google Patents|ISpharm|Key Organics/BIONET|LEAPCHEM|MolPort|NextBio|NIST Mass Spectrometry Data Center|Parchem|PATENTSCOPE (WIPO)|Phion Ltd|SCRIPDB|SureChEMBL|THE BioTek|Vitas-M Laboratory|Wilshire Technologies","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
16414184,"1-(3-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl)piperidine","859833-21-9|1-(3-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl)piperidine|1-[3-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)benzyl]piperidine|3-(Piperidin-1-ylmethyl)phenylboronic acid, pinacol ester|1-[[3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methyl]piperidine|3-((Piperidine)methyl) phenylboronic acid pinacol ester|3-(Piperidin-1-ylmethyl)phenylboronic acid pinacol ester|1-{[3-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methyl}piperidine|Piperidine,1-[[3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methyl]-|AMTB771|SCHEMBL1641031|DTXSID10585939|ANW-41807|MFCD08435871|AKOS016845922|ZINC169743712|AS-2757|VP80078|D-FRUCTOSE-6-PHOSPHATEBARIUMSALT|DB-056892|FT-0644963|B-4341|A841519|2-[3-(Piperidinomethyl)phenyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",301.200,"C18H28BNO2",21.700,363.000,"",22,0,3,3,"InChI=1S/C18H28BNO2/c1-17(2)18(3,4)22-19(21-17)16-10-8-9-15(13-16)14-20-11-6-5-7-12-20/h8-10,13H,5-7,11-12,14H2,1-4H3","B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)CN3CCCCC3","KEKNXVTYDJCRMT-UHFFFAOYSA-N","1-[[3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]methyl]piperidine","","Names and Identifiers|Patents",2,"",20070730,"001Chemical|3B Scientific (Wuhan) Corp|3WAY PHARM INC|AA BLOCKS|abcr GmbH|Acadechem|AEchem Scientific Corp., USA|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Amadis Chemical|Ambeed|Ambinter|Angel Pharmatech Ltd.|Angene Chemical|Anward|AOBChem USA|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BePharm Ltd.|BLD Pharm|Boronpharm|Chem-Space.com Database|Chembase.cn|Chemieliva Pharmaceutical Co., Ltd|ChemMol|ChemShuttle|ChemSpider|ChemTik|Combi-Blocks|Debye Scientific Co., Ltd|DiscoveryGate|eNovation Chemicals|EPA DSSTox|Finetech Industry Limited|Founder Pharma|Google Patents|Hairui Chemical|IBM|Japan Chemical Substance Dictionary (Nikkaji)|Key Organics/BIONET|King Scientific|LabNetwork, a WuXi AppTec Company|Lan Pharmatech|Matrix Scientific|MolCore BioPharmatech|MolPort|NextMove Software|Norris Pharm|OXCHEM CORPORATION|PATENTSCOPE (WIPO)|Pi Chemicals|Sigma-Aldrich|SureChEMBL|Synblock Inc|THE BioTek|Tractus|Vesino Industrial Co., Ltd|Wubei-Biochem|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
29972344,"5-Azido-5-deoxy-1,2-O-isopropylidene-beta-D-fructose","94801-01-1",245.230,"C9H15N3O5",82.500,357.000,-0.300,17,2,7,1,"InChI=1S/C9H15N3O5/c1-8(2)16-4-9(17-8)7(14)6(13)5(3-15-9)11-12-10/h5-7,13-14H,3-4H2,1-2H3/t5-,6+,7-,9+/m1/s1","CC1(OC[C@]2(O1)[C@@H]([C@H]([C@@H](CO2)N=[N+]=[N-])O)O)C","GYSFIJJRAZOESF-AYHNYZOXSA-N","(5S,6R,7S,8R)-8-azido-2,2-dimethyl-1,3,10-trioxaspiro[4.5]decane-6,7-diol","","","","",20090528,"Angene Chemical","Chemical Vendors",""
46781663,"Fructose-SNAP-1","(2S)-2-acetamido-3-methyl-3-nitrososulfanyl-N-[(2,3,4,5-tetrahydroxyoxan-2-yl)methyl]butanamide",381.400,"C13H23N3O8S",203.000,520.000,-2.900,25,6,10,6,"InChI=1S/C13H23N3O8S/c1-6(17)15-9(12(2,3)25-16-23)11(21)14-5-13(22)10(20)8(19)7(18)4-24-13/h7-10,18-20,22H,4-5H2,1-3H3,(H,14,21)(H,15,17)/t7?,8?,9-,10?,13?/m0/s1","CC(=O)N[C@@H](C(=O)NCC1(C(C(C(CO1)O)O)O)O)C(C)(C)SN=O","PZUYSUGHXUBVOG-DYYZTJGDSA-N","(2S)-2-acetamido-3-methyl-3-nitrososulfanyl-N-[(2,3,4,5-tetrahydroxyoxan-2-yl)methyl]butanamide","","Patents",1,"",20100726,"ChemTik|Google Patents","Chemical Vendors|Legacy Depositors|Research and Development",""
52994241,"Palatinose hydrate","Palatinose hydrate|343336-76-5|58024-13-8|Palatinose monohydrate|Palatinose hydrate, >=99%|DTXSID40206746|(2R,3S,4S,5R,6S)-2-(Hydroxymethyl)-6-(((2R,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)methoxy)tetrahydro-2H-pyran-3,4,5-triol hydrate|7610AH|MFCD11100373|AKOS032436541|Palatinose hydrate, analytical standard|D-Fructose, 6-O-alpha-d-glucopyranosyl-, monohydrate|6-O-alpha-D-glucopyranosyl-d-fructofuranose monohydrate",360.310,"C12H24O12",191.000,395.000,"",24,9,12,5,"InChI=1S/C12H22O11.H2O/c13-1-4-6(15)8(17)9(18)11(22-4)21-2-5-7(16)10(19)12(20,3-14)23-5;/h4-11,13-20H,1-3H2;1H2/t4-,5-,6-,7-,8+,9-,10+,11+,12?;/m1./s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)(CO)O)O)O)O)O)O)O.O","XZKUCJJNNDINKX-HGLHLWFZSA-N","(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(2R,3S,4S)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methoxy]oxane-3,4,5-triol;hydrate","","Chemical and Physical Properties|Classification|Literature|Names and Identifiers",4,"",20110621,"abcr GmbH|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|Chem-Space.com Database|Chembase.cn|ChemIDplus|EPA DSSTox|LabNetwork, a WuXi AppTec Company|MolPort|NORMAN Suspect List Exchange|Sigma-Aldrich|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
57349778,"1-Fluoro-1-deoxy-D-fructose","SCHEMBL4448990|(3S,4R,5R)-1-fluoro-3,4,5,6-tetrahydroxyhexan-2-one",182.150,"C6H11FO5",98.000,151.000,-2.200,12,4,6,5,"InChI=1S/C6H11FO5/c7-1-3(9)5(11)6(12)4(10)2-8/h4-6,8,10-12H,1-2H2/t4-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](C(=O)CF)O)O)O)O","RSKQTWRWSVXAHS-HSUXUTPPSA-N","(3S,4R,5R)-1-fluoro-3,4,5,6-tetrahydroxyhexan-2-one","","Patents",1,"",20120712,"Chemieliva Pharmaceutical Co., Ltd|ChemTik|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development",""
71434234,"5-(Phthalazin-1-ylhydrazinylidene)hexane-1,2,3,4,6-pentol","Keto-D-fructose Phthalazin-1-ylhydrazone|1082040-10-5|AKOS030240565|FT-0661481",322.320,"C14H18N4O5",151.000,397.000,-1.000,23,6,9,7,"InChI=1S/C14H18N4O5/c19-6-10(12(22)13(23)11(21)7-20)16-18-14-9-4-2-1-3-8(9)5-15-17-14/h1-5,11-13,19-23H,6-7H2,(H,17,18)","C1=CC=C2C(=C1)C=NN=C2NN=C(CO)C(C(C(CO)O)O)O","JTXLYEKQSQUJTI-UHFFFAOYSA-N","5-(phthalazin-1-ylhydrazinylidene)hexane-1,2,3,4,6-pentol","","","","",20130522,"AKos Consulting & Solutions|Angene Chemical|Biocore|BOC Sciences|ChemTik|Finetech Industry Limited","Chemical Vendors|Legacy Depositors",""
